id,name,edition,team,firstNight,firstNightReminder,otherNight,otherNightReminder,reminders,remindersGlobal,ability,setup
cultleader,Cultista,,townsfolk,47,"Si el Cultista cambió de equipo, muéstrale el pulgar hacia arriba o hacia abajo indicando el nuevo equipo.",67,"Si el Cultista cambió de equipo, muéstrale el pulgar hacia arriba o hacia abajo indicando el nuevo equipo.",,,"Cada noche, te cambias al equipo de un vecino vivo. Si todos los jugadores del equipo bueno escogen unirse a tu culto, tu equipo gana.",
general,General,,townsfolk,49,"Muéstrale al General el pulgar hacia abajo o hacia arriba dependiendo del equipo que pienses que va ganando, o muéstrale ninguno.",69,"Muéstrale al General el pulgar hacia abajo o hacia arriba dependiendo del equipo que pienses que va ganando, o muéstrale ninguno.",,,"Cada noche, aprendes qué equipo el Narrador piensa que va ganando.",
preacher,Pastor,,townsfolk,14,"El Pastor escoge a un jugador. Si un Minion es escogido, despierta al Minion y muéstrale la carta de 'Este personaje te seleccionó' y luego el token del Pastor.",7,"El Pastor escoge a un jugador. Si un Minion es escogido, despierta al Minion y muéstrale la carta de 'Este personaje te seleccionó' y luego el token del Pastor.",En un Sermón,,"Cada noche, escoge a un jugador: un Minion, si es escogido, aprende esto. Todos los Minions escogidos pierden su habilidad.",
king,Rey,,townsfolk,9,"Despierta al Demonio, muéstrale la carta de 'Este personaje te seleccionó', luego el token de personaje del Rey, y señala al jugadore que es el Rey.",64,"Si hay más gente muerta que viva, muéstrale al Rey un token de personaje de alguien vivo.",,,"Cada noche, si los muertos igualan o superan a los vivos, aprendes un personaje vivo. El Demonio sabe quién eres.",
lycanthrope,Licántropo,,townsfolk,0,,23,"El Licántropo señala a un jugador vivo: si es del equipo bueno, se muere y nadie más puede morir esta noche.",Muerto,,"Cada noche*, escoge a un jugador vivo: si es del equipo bueno, muere, pero es el único jugador que puede morir esta noche.",
poppygrower,Floricultora,,townsfolk,4,No informes a Minions/Demonio quiénes son entre ellos.,3,"Si la Floricultora murió, muéstrale a los Minions/Demonio quiénes son entre ellos.",Los Malos Despiertan,,"Los Minions y el Demonio no se conocen. Si mueres, se conocen esta noche.",
huntsman,Guardabosques,,townsfolk,30,"El Guardabosques ya sea indica que 'no' con su cabeza o selecciona a un jugador vivo. Si selecciona a la Damisela, despierta al jugador, muéstrale la carta de 'Eres' y un token de Aldeano que no estaba en juego.",51,"Si el Guardabosques no ha utilizado su habilidad: El Guardabosques ya sea indica que 'no' con su cabeza o selecciona a un jugador vivo. Si selecciona a la Damisela, despierta al jugador, muéstrale la carta de 'Eres' y un token de Aldeano que no estaba en juego.",Sin Habilidad,,"Una vez por juego, en la noche, escoge a un jugador vivo: la Damisela, si es escogida, se convierte en un Aldeano no en juego. [+ la Damisela]",TRUE
engineer,Ingeniero,,townsfolk,13,"El Ingeniero ya sea indica un 'no' con su cabeza o señala al Demonio o al número relevante de Minions en su hoja de personajes. Si el Ingeniero escogió personajes, reemplaza el Demonio o los Minions con las selecciones, después despierta a los jugadores relevantes y muéstrales la carta de 'Eres' seguido de sus nuevos personajes.",6,"Si el Ingeniero no ha usado su habilidad: El Ingeniero ya sea indica un 'no' con su cabeza o señala al Demonio o al número relevante de Minions en su hoja de personajes. Si el Ingeniero escogió personajes, reemplaza el Demonio o los Minions con las selecciones, después despierta a los jugadores relevantes y muéstrales la carta de 'Eres' seguido de sus nuevos personajes.",Sin Habilidad,,"Una vez por juego, en la noche, escoge qué Minions o qué Demonio está en juego.",
fisherman,Pescador,,townsfolk,0,,0,,Sin Habilidad,,"Una vez por juego, durante el día, visita al Narrador para un consejo que te ayude a ganar.",
nightwatchman,Velador,,townsfolk,46,"El Velador ya sea indica un 'no' con su cabeza, o señala a un jugador. Despierta a ese jugador, muéstrale la carta de 'Este personaje te seleccionó' y el token del Velador, luego señala al jugador que es el Velador.",66,"Si el Velador no ha usado su habilidad: El Velador ya sea indica un 'no' con su cabeza, o señala a un jugador. Despierta a ese jugador, muéstrale la carta de 'Este personaje te seleccionó' y el token del Velador, luego señala al jugador que es el Velador.",Sin Habilidad,,"Una vez por juego, en la noche, escoge a un jugador: aprende quién eres.",
farmer,Granjero,,townsfolk,0,,46,"Si un Granjero murió hoy, escoge a un jugador del equipo bueno vivo y conviértelo en Granjero. Despierta a este jugador, muéstrale la carta de 'Eres' y el token del Granjero.",,,"Si mueres en la noche, un jugador vivo del equipo bueno se convierte en Granjero.",
magician,Ilusionista,,townsfolk,0,,0,,,,El Demonio piensa que eres un Minion. Los Minions piensan que eres el Demonio.,
acrobat,Acróbata,,outsider,0,,39,"Si algún vecino vivo del Acróbata, que sea del equipo bueno está borracho o envenenado, el Acróbata muere.",Muerto,,"Cada noche*, si cualquiera de tus vecinod vivos del equipo bueno está envenenado o borracho, mueres.",
damsel,Damisela,,outsider,31,"Despierta a todos los Minions, muéstrales la carta de 'Este personaje te seleccionó' y el token de la Damisela.",52,"Si fue seleccionada por el Guardabosque, despierta a la Damisela, muéstrale la carta de 'Eres' y un Aldeano no en juego.",Chance Usado,,"Todos los Minions saben que estás en juego. Si un Minion públicamente adivina quién eres (sólo una vez), tu equipo pierde.",
golem,Gólem,,outsider,0,,0,,Sin Nominar,,"Solamente puedes nominar una vez por juego. Cuando lo haces, si el nominado no es el Demonio, se muere.",
heretic,Hereje,,outsider,0,,0,,,,"Los que ganan, pierden y los que pierden, ganan, aún si estás muerto.",
puzzlemaster,Maestro del Acertijo,,outsider,0,,0,,"Borracho,Chance Usado",,"Un jugador está borracho, aún si mueres. Si adivinas quién es (una vez), aprendes quién es el Demonio, pero si adivinas mal recibes información incorrecta.",
politician,Político,,outsider,0,,0,,,,"Si fuiste el jugador más responsable de la pérdida de tu equipo, cambias de equipo y ganas, aún muerto.",
snitch,Soplón,,outsider,6,"Después de darles la información a los Minions,  despierta cada Minion para mostrarle 3 personajes que no están en juego.",0,,,,Los Minions comienzan informados de 3 personajes que no están en juego.,
mezepheles,Mezefeles,,minion,27,Muéstrale al Mezefeles la palabra secreta.,19,"Despierta al primer jugador del equipo bueno que haya dicho la palabra secreta. Muéstrale la carta de 'Eres' y pulgar hacia abajo, indicando que ahora es del equipo malo.","Sin Habilidad,Se Vuelve Malo",,Comienzas sabiendo una palabra secreta. El primer jugador del equipo bueno que la diga se cambia de equipo esta noche.,
widow,Viuda,,minion,18,Muéstrale el Grimoire a la Viuda por el tiempo que sea necesario. La Viuda señala a un jugador. Ese jugador está envenenado. Despierta a un jugador del equipo bueno. Muéstrale la carta de 'Estos personajes están en juego' y luego el token de la Viuda.,0,,"Envenenado,Sabe",,"En tu primera noche, mira el Grimoire y escoge a un jugador: está envenenado. Un jugador del equipo bueno sabe que hay una Viuda en juego.",
fearmonger,Pesadilla,,minion,26,La Pesadilla señala a un jugador. Coloca el recordatorio de 'Terror' junto al token de personaje del jugador y anuncia que un nuevo jugador ha sido seleccionado por la habilidad de la Pesadilla.,18,La Pesadilla señala a un jugador. Si es diferente al de anoche: Coloca el recordatorio de 'Terror' junto al token de personaje del jugador y anuncia que un nuevo jugador ha sido seleccionado por la habilidad de la Pesadilla.,Terror,,"Cada noche, escoge a un jugador. Si nominas y ejecutas a dicho jugador, su equipo pierde. Todos los jugadores saben si escoges a alguien más.",
psychopath,Psicópata,,minion,0,,0,,,,"Cada día, antes de las nominaciones, puedes públicamente escoger a un jugador: se muere. Si te ejecutan, solamente puedes morir si pierdes en 'Piedra, Papel o Tijera'.",
goblin,Duende,,minion,0,,0,,Dijo ser Duende,,"Si públicamente dices ser el Duende cuando eres nominado, y eres ejecutado ese día, tu equipo gana.",
marionette,Marioneta,,minion,11,Selecciona a un jugador del equipo bueno que esté junto a el Demonio y coloca el recordatorio de 'Es la Marioneta' junto a su token de personaje. Despierta al Demonio y muéstrale quién es la Marioneta.,0,,,Es la Marioneta,"Piensas que eres un personaje del equipo bueno, pero no lo eres. El Demonio sabe quién eres. [El Demonio está a tu lado]",TRUE
boomdandy,Señor Bombas,,minion,0,,0,,,,"Si eres ejecutado, todos menos 3 jugadores mueren. Un minuto después, el jugador con más manos señalándole muere.",
organgrinder,Organillero,,minion,0,,0,,,,"Todos los jugadores cierran sus ojos en las votaciones, y los resultados son secretos. Votos hacia ti solamente cuentan cuando tú votas.",
vizier,Visir,,minion,0,,0,,,,"Todos los jugadores saben quién eres. No puedes morir durante el día. Si el equipo bueno votó, puedes escoger ejecutar inmediatamente.",
lleech,Sanguijuela,,demon,15,La Sanguijuela señala a un jugador. Coloca el recordatorio de 'Envenenado' de la Sanguijuela en el jugador seleccionado.,35,La Sanguijuela señala a un jugador: se muere.,"Muerto,Envenenado",,"Cada noche*, escoge a un jugador: se muere. Comienzas escogiendo a un jugador vivo: está envenenado - tú mueres si y solo si ese jugador está muerto.",
lilmonsta,Pequeño Demonio,,demon,16,"Despierta a todos los Minions juntos, deja que voten entre ellos señalando quién quieren que cuide al Pequeño Demonio.",36,"Despierta a todos los Minions juntos, deja que voten entre ellos señalando quién quieren que cuide al Pequeño Demonio.",,"Muerto, Cuidando al Bebé","Cada noche, los Minions deciden quién cuida al Pequeño Demonio y es 'el Demonio'. Cada noche*, un jugador puede morir. [+1 Minion]",TRUE
alhadikhia,Al-Hadikhia,,demon,0,,33,"El Al-Hadikhia escoge a 3 jugadores. Anuncia el primer jugador, despiértale para que te indiquen con la cabeza si vive o muere, mátale o resurrectale de acuerdo a su elección, y que vuelva a dormir para anunciar al siguiente jugador. Si los 3 seleccionados están vivos después de esto, los 3 mueren.","1,2,3,Escogió Vivir,Escogió Morir",,"Cada noche*, escoge a 3 jugadores (todos saben quiénes): cada uno silenciosamente escoge si vive o muere, pero si todos viven, todos mueren.",
legion,Legión,,demon,0,,34,"Escoge a un jugador, ese jugador se muere.","Muerto,Morirá",,"Cada noche*, puede que muera un jugador. Las ejecuciones fallan si solamente vota el equipo malo. Te registras como Minion también. [La mayoría de los jugadores son Legión]",TRUE
riot,Furia,,demon,,,,,,,"Los nominados mueren, pero pueden nominar otra vez inmediatamente (en el día 3, tienen que hacerlo). Después del día 3, gana el equipo malo. [Todos los Minions son Furia]",TRUE
leviathan,Leviatán,,demon,53,Coloca el marcador de 'Día 1' del Leviatán. Anuncia que el Leviatán está en juego; y este es el Día 1.,73,Cambia el recordatorio del Día por el siguiente.,"Día 1,Día 3,Día 4,Día 5,Jugador Bueno Ejecutado",,"Si más de un jugador del equipo bueno es ejecutado, ganas. Todos los jugadores saben que estás en juego. Después del día 5, el equipo malo gana.",
gangster,Gangster,,traveler,0,,0,,,,"Una vez por día, puedes escoger matar a un vecino vivo, si tu otro vecino vivo está de acuerdo.",
doomsayer,Apocalipsis,,fabled,,,,,,,"Si 4 o más jugadores están vivos, cada jugador vivo puede públicamente escoger (una vez por juego) que un jugador de su mismo equipo se muera.",
angel,Ángel,,fabled,,,,,"Protegido,Castigado",,Algo malo puede que le pase a la persona que sea más responsable de la muerte de un jugador nuevo.,
buddhist,Budista,,fabled,,,,,,,"Por los primeros 2 minutos de cada día, los jugadores veteranos no pueden hablar.",
hellslibrarian,Bibliotecaria Infernal,,fabled,,,,,Algo Malo,,,
revolutionary,Revolucionario,,fabled,,,,,,Registro Incorrecto,"2 jugadores vecinos son conocidos por estar del mismo equipo. Una vez por juego,  uno de ellos se registra incorrectamente.",
fiddler,Violinista,,fabled,,,,,,,"Una vez por juego, el Demonio secretamente escoge a un jugador del equipo opuesto: todos los jugadores escogen quién quieren que gane de esos 2 jugadores.",
toymaker,Juguetero,,fabled,,,,,Sin Ataque,,El Demonio puede decidir no atacar y tiene que hacer esto al menos una vez por juego. Jugadores del equipo malo obtienen información de inicio de manera normal.,
fibbin,Chistosín,,fabled,,,,,Información Falsa,,"Una vez por juego, un jugador del equipo bueno puede que obtenga información falsa.",
duchess,Duquesa,,fabled,,,,,"Visitante,Información Falsa",,"Cada día, 3 jugadores pueden escoger visitarte. En la noche*, cada visitante aprende cuántos visitantes son del equipo malo, pero 1 obtiene información falsa.",
sentinel,Sentinela,,fabled,,,,,,,"Puede que haya un Forastero extra, o uno menos.",
spiritofivory,Espíritu de Marfil,,fabled,,,,,Jugador Extra,,No puede haber más de un jugador extra del equipo malo.,
djinn,Genio,,fabled,,,,,,,Usa la regla especial del Genio. Todos los jugadores saben cuál es.,
stormcatcher,Cazador de Tormentas,,fabled,,,,,Seguro,,"Nombra a un personaje del equipo bueno. Si está en juego, solo puede morir por ejecución, pero el equipo malo sabe quién es.",
bootlegger,Pirata,,fabled,,,,,,,El Script tiene personajes o reglas no oficiales.,
gardener,Jardinero,,fabled,,,,,,,El Narrador asigna a 1 o más personajes manualmente.,
deusexfiasco,Deus ex Fiasco,,fabled,,,,,Ups,,"Una vez por juego, el Narrador va a cometer un 'error', corregirlo y públicamente admitirlo.",
harpy,Arpía,,minion,25,"Despierta a la Arpía, deja que apunte a un jugador, y luego a otro. Marca al 1ro con el marcador de 'Loco' y al segundo con el marcador de 'Víctima'. Indica que duerma la Arpía y despierta al jugador marcado con el recordatorio de 'Loco'. Muéstrale la tarjeta de 'Este personaje te seleccionó' junto con el token de la Arpía y señalándo al jugador que tiene el recordatorio de 'Víctima'.",16,"Despierta a la Arpía, deja que apunte a un jugador, y luego a otro. Marca al 1ro con el marcador de 'Loco' y al segundo con el marcador de 'Víctima'. Indica que duerma la Arpía y despierta al jugador marcado con el recordatorio de 'Loco'. Muéstrale la tarjeta de 'Este personaje te seleccionó' junto con el token de la Arpía y señalándo al jugador que tiene el recordatorio de 'Víctima'.","Loco,Víctima",,"Cada noche, escoge a 2 jugadores: mañana, el 1er jugador está 'loco' de que el 2do es malo, o uno o ambos puede que mueran.",
plaguedoctor,Médico,,outsider,0,,1,"Cuando el Médico muera, coloca un token de Minion no en juego en el centro del lado izquierdo del Grimoire. Márcalo con el token de recordatorio de ""Habilidad de Narrador"" del Médico. De ser necesario, coloca un token de noche en la hoja del orden de noche. Cuando el minion acturaría, las decisiones relevantes son hechas por el Narrador.",Habilidad de Narrador,,"Si mueres, el Narrador obtiene una habilidad de un Minion.",
alsaahir,Alsaahir,,townsfolk,,,,,,,"Una vez por día, si públicamente adivinas cuáles jugadores son Minion(s) y cuáles son Demonio(s), gana el equipo bueno.",
banshee,Banshee,,townsfolk,0,,42,"Si el Demonio mata a la Banshee, coloca el recordatorio de ""Tiene Habilidad"" junto a la Banshee y anuncia que ""ha despertado la banshee"" o algo similar.",Tiene Habilidad,,"Si el Demonio te mata, todos los jugadores aprenden esto. Desde ahora, tú puedes nominar dos veces por día y votar dos veces por nominación.",
shugenja,Shugenja,,townsfolk,35,"Despierta al Shugenja, si el jugador del equipo malo más cerca del Shugenja está en dirección horaria, apunta en esa dirección, de lo contrario apunta a la otra dirección. Si dos jugadores del equipo malo están a la misma distancia, apunta a la dirección que sea.",,,,,"Comienzas sabiendo si el jugador del equipo malo más cerca de ti está en dirección horaria o anti-horaria. Si es equidistante, la info es arbitraria.",
villageidiot,Idiota del Pueblo,,townsfolk,36,Despierta al Idiota del Pueblo. Deja que señale a un jugador. Muéstrales el equipo con un pulgar hacia arriba o hacia abajo.,53,Despierta al Idiota del Pueblo. Deja que señale a un jugador. Muéstrales el equipo con un pulgar hacia arriba o hacia abajo.,Borracho,,"Cada noche, escoge a un jugador: aprendes su equipo. [+0 a +2 Idiotas del Pueblo. 1 de los extras está borracho]",TRUE
hatter,Sombrerero,,outsider,,,1,"Si el Sombrerero está muerto, despierta a los Minion(s) y Demonio(s). Muéstrales la tarjeta de 'Este personaje te seleccionó' junto con el token del Sombrerero. Cada jugador decide si cambia o no de personaje. Si un segundo jugador escoge un personaje ya en juego, tiene que seleccionar otro. Remueve el recordatorio de ""Fiesta Malvada"" del Sombrero.",Fiesta Malvada,,"Si moriste en el día o en la noche, los jugadores Minion y Demonio pueden escoger ser nuevos Minion o Demonio.",
ogre,Ogro,,outsider,1,Opcional: Marca al jugador seleccionado con el recordatorio de 'Amistad'. El Ogro siempre es del mismo equipo que su amistad.,,,Amistad,,"En tu 1ra noche, escoge a un jugador (no tú mismo): eres de su equipo (no sabes cuál) aún si estás borracho o envenenado.",
zealot,Extremista,,outsider,,,,,,,"Si hay 5 o más jugadores vivos, tienes que votar en todas las nominaciones.",
summoner,Invocador,,minion,1,Despierta al Invocador. Muéstrale 3 personajes que no están en juego. Coloca el recordatorio de 'Noche 1' en el Invocador.,1,"Reemplaza el recordatorio del Invocador por el siguiente en la sucesión. Si tiene el recordatorio de 'Noche 3', despierta al Invocador. Deja que seleccione a un jugador y un Demonio del libreto. El invocador vuelve a dormir. Despierta al jugador seleccionado y muéstrale la tarjeta de 'Tú eres' y el Demonio seleccionado junto con el pulgar hacia abajo indicando que es del equipo malo. (El demonio actúa más tarde esta noche).","Noche 1,Noche 2,Noche 3",,"Conoces 3 personajes que no están en juego. En la 3era noche, escoge a un jugador: se convierte en un Demonio del equipo malo de tu elección [No hay Demonio]",TRUE
kazali,Kazali,,demon,2,Despierta al Kazali. Deja que seleccione a un jugador y un Minion del libreto. Puedes dejar que siga despierto el Kazali en este proceso. Despierta al jugador seleccionado y muéstrale la tarjeta de 'Tú eres' y el Minion seleccionado junto con el pulgar hacia abajo indicando que es del equipo malo. Repite el proceso hasta que se tenga el número de Minions normales para el juego.,24,El Kazali señala a un jugador. Ese jugador muere.,Muerto,,"Cada noche*, escoge a un jugador: se muere. [Tú escoges qué jugadores son cuáles Minions. -? a +? Forasteros]",TRUE
ojo,Oculus,,demon,0,,24,"El Oculus señala a un personaje del libreto. Este personaje se muere. Si no está en juego, el Narrador escoge quién muere.",Muerto,,"Cada noche*, escoge a un personaje: se muere. Si no está en juego, el Narrador escoge quién muere.",
yaggababble,Yaggababble,,demon,2,Despierta al Yaggababble. Muéstrale la frase secreta.,,,Muerto,,"Comienzas sabiendo una frase secreta. Cada vez que la digas públicamente, un jugador puede morir.",
